streetAddress,zipcode,livingArea,Price,zpid,walk_score,transit_score,felony_count,misdemeanor_count,violation_count,population_per_1000,median_income,
2565 Mcintosh St,11369,2241,900000,31968282,80,67,3675,7056,1754,31.55,66132,
2472 Bragg St,11235,2244,900000,30748447,86,64,4749,7226,1987,84.859,58669,
20 Samantha Ln,10309,2250,900000,64537621,65,43,1115,2261,881,35.832,107500,
1132 39th St,11218,2280,900000,30683267,91,91,2803,4330,1390,76.37,81857,
1281-1283 Hoe Ave,10459,2286,900000,29783691,79,100,6887,11912,4046,51.303,36631,
72 Mcclean Ave,10305,2288,900000,32323295,69,67,1958,4006,1846,44.531,76833,
8762 124th St,11418,2300,900000,32119837,79,100,2509,4743,1565,38.938,77708,
177-24 115th Ave,11434,2300,900000,2077486034,67,74,7012,11046,3279,66.424,66546,
2433 W 2nd St,11223,2304,900000,30739299,92,95,4282,7031,1942,83.565,57281,
7027 66th Pl,11385,2304,900000,32013872,89,77,6596,11146,3311,109.111,77350,
181 Paulding Ave,10314,2327,900000,32311036,70,58,3723,8850,3294,93.736,94578,
932 New York Ave,11203,2328,900000,30659400,91,94,7415,10214,4475,79.499,61414,
5232 69th Pl,11378,2338,900000,31984145,78,71,2285,3230,1115,39.994,85464,
2059 E 34th St,11234,2340,900000,30785700,73,80,5551,8786,2903,94.254,86185,
234 Woodward Ave,10314,2345,900000,32291953,52,54,3723,8850,3294,93.736,94578,
15 Hall Ave,10314,2350,900000,244596112,63,57,3723,8850,3294,93.736,94578,
1415 115th St,11356,2352,900000,32023054,81,56,1554,2920,1028,27.295,73318,
2128 Bogart Ave,10462,2359,900000,29818806,82,91,5578,9030,3028,78.47,59032,
13543 123rd St,11420,2360,900000,32178852,35,65,3699,5303,1883,51.831,89027,
13011 127th St,11420,2390,900000,32176979,60,63,3699,5303,1883,51.831,89027,
13632 221st St,11413,2392,900000,32203463,67,64,3201,3906,1795,45.661,104236,
751 Logan Ave,10465,2394,900000,29844991,71,59,3015,6081,2197,46.205,80245,
232 Marcy Ave,11211,2400,900000,30616994,98,100,8129,10701,3129,65.925,89091,
2475 W 2nd St,11223,2400,900000,30739287,90,94,4282,7031,1942,83.565,57281,
15411 132nd Ave,11434,2400,900000,32187704,71,65,7012,11046,3279,66.424,66546,
4402 Highland Ave,11224,2400,900000,30733678,34,46,5359,8812,2819,48.11,37241,
96 Bayview Ln,10309,2400,900000,58578953,23,55,1115,2261,881,35.832,107500,
24 Keppel Ave,10307,2400,900000,62724348,68,58,678,1537,469,14.828,117469,
140-05 Jewel Ave,11367,2400,900000,2090655037,87,67,2147,3536,1346,42.362,71469,
168-33 89th,11432,2400,900000,2078718395,96,100,5991,9091,2272,64.858,66246,
86 Aberdeen St,11207,2430,900000,30631259,83,100,14088,17544,6677,97.69,45616,
86 Shafter Ave,10308,2432,900000,2136813142,80,60,766,1409,819,30.353,116082,
2118 124th St,11356,2438,900000,32024148,90,60,1554,2920,1028,27.295,73318,
908 E 223rd St,10466,2440,900000,29832787,82,86,6496,11266,4287,75.767,62918,
620 College Ave,10302,2440,916425,2082198076,87,61,1462,3205,1151,18.144,73927,
9420 86th Ave,11421,2446,900000,32106864,91,78,1671,3324,1085,42.704,76721,
357 Gower St,10314,2452,900000,143705201,78,53,3723,8850,3294,93.736,94578,
1414 E 15th St,11230,2476,900000,30725859,93,92,3443,5521,1620,91.789,61017,
13532 124th St,11420,2500,900000,32178867,35,65,3699,5303,1883,51.831,89027,
3902 Avenue P,11234,2500,900000,30763905,89,81,5551,8786,2903,94.254,86185,
109 Berkshire Ln,10309,2500,900000,244596454,48,41,1115,2261,881,35.832,107500,
307 Ellis St,10307,2500,900000,122175669,57,62,678,1537,469,14.828,117469,
11 Mcdermott St,10305,2500,900000,2086277837,76,69,1958,4006,1846,44.531,76833,
312 126th St,11356,2502,900000,32020757,43,52,1554,2920,1028,27.295,73318,
1651 E 12th St,11229,2552,900000,30726837,96,93,4141,6429,1693,85.538,69076,
24609 139th Ave,11422,2574,900000,32211323,84,64,1828,2479,1309,34.063,95945,
1807 Carlton Ave,10309,2580,900000,68322225,53,53,1115,2261,881,35.832,107500,
1221 Avenue P,11229,2600,900000,30726260,95,92,4141,6429,1693,85.538,69076,
2362 27th St,11105,2600,900000,31946621,96,82,1731,3112,1083,38.311,93200,
36 Covington Cir,10312,2600,900000,58578747,56,46,1450,2839,1254,63.935,100875,
26 Robin Rd,10305,2600,900000,32323420,75,64,1958,4006,1846,44.531,76833,
1713 Holland Ave,10462,2612,900000,29812916,92,93,5578,9030,3028,78.47,59032,
8523 75th St,11421,2612,900000,32105444,79,73,1671,3324,1085,42.704,76721,
2124 80th St,11370,2635,900000,31950351,70,68,2563,3564,834,29.78,67241,
1078 E 32nd St,11210,2639,900000,30752625,90,95,4498,7125,2208,65.854,77378,
672 Edgegrove Ave,10312,2669,900000,119609534,52,56,1450,2839,1254,63.935,100875,
14005 Jewel Ave,11367,2672,900000,32066191,87,67,2147,3536,1346,42.362,71469,
11005 Rockaway Blvd,11420,2692,900000,32169387,73,78,3699,5303,1883,51.831,89027,
448 E 141st St,10454,2700,900000,29776835,91,100,6349,10685,3263,38.908,21846,
47-43 196th Pl,11358,2700,900000,2080684000,74,69,1681,1787,725,38.103,74854,
160 Monitor St,11222,2700,900000,30621795,90,69,3536,4938,1673,39.669,110385,
521 Jefferson Blvd,10312,2700,900000,32361072,58,46,1450,2839,1254,63.935,100875,
135 Cedar Grove Ave,10306,2700,900000,32335992,25,53,2306,5154,2279,55.805,88687,
282 Maybury Ave,10308,2700,900000,32346075,68,63,766,1409,819,30.353,116082,
331 E 159th St,10451,2748,900000,79726979,92,100,8683,14900,4550,50.118,33945,
6010 Liebig Ave,10471,2750,900000,29853737,89,69,1350,1799,564,23.387,96368,
1163 Dean St #4,11216,2792,900000,30591075,95,100,6820,9320,3235,62.21,84661,
234 Marcy Ave,11211,2800,900000,30616995,98,100,8129,10701,3129,65.925,89091,
110 Highland Pl,11208,2804,900000,30637571,81,84,12008,15377,5263,107.724,49679,
193-31 Salerno Avenue,11423,2808,900000,2083655324,40,82,1969,2658,942,30.983,69386,
3821 Kings Hwy,11234,2820,900000,30761654,92,86,5551,8786,2903,94.254,86185,
1225 Hollywood Ave,10461,2832,900000,29841462,80,77,4357,7747,2624,52.756,61087,
9901 Corona Ave,11368,2850,900000,31967982,86,86,7152,10401,3314,116.469,62254,
325 Todt Hill Rd,10314,2880,900000,32288478,69,56,3723,8850,3294,93.736,94578,
405 Beach 146th St,11694,2880,900000,32228523,27,49,1033,1978,780,22.432,88643,
9534 72nd Ave,11375,2900,900000,32020316,87,85,2691,6747,1430,76.091,96321,
1316 Lohengrin Pl,10465,2910,900000,29843366,53,67,3015,6081,2197,46.205,80245,
107-109 Roe St,10310,2924,900000,32276600,73,65,1794,3431,1457,25.976,96161,
8943 115th St,11418,2943,900000,32119595,79,86,2509,4743,1565,38.938,77708,
84 Idaho Ave,10309,2944,900000,32371056,72,54,1115,2261,881,35.832,107500,
141 Delmar Ave,10312,2976,900000,32365460,31,49,1450,2839,1254,63.935,100875,
122 E 55th St,11203,2990,900000,30652361,87,74,7415,10214,4475,79.499,61414,
2234 Lodovick Ave,10469,3000,900000,29820207,52,83,4703,8301,2858,75.29,70415,
1323 Chisholm St,10459,3000,900000,29783460,82,100,6887,11912,4046,51.303,36631,
1117 E 31st St,11210,3000,900000,30753368,90,95,4498,7125,2208,65.854,77378,
7607 160th St,11366,3000,900000,32072853,79,74,609,847,288,13.922,100781,
152 Mcclean Ave,10305,3000,900000,299996469,75,68,1958,4006,1846,44.531,76833,
298 Sheldon Ave,10312,3000,900000,32365039,37,52,1450,2839,1254,63.935,100875,
2263 West St,11223,3020,900000,30737960,92,95,4282,7031,1942,83.565,57281,
1705 Nelson Ave,10453,3036,900000,55540933,87,100,6907,12377,4814,80.393,34860,
40 Tuckahoe Ave,10312,3040,900000,32367275,51,59,1450,2839,1254,63.935,100875,
2035 W 7th St,11223,3072,900000,30735507,94,99,4282,7031,1942,83.565,57281,
8851 Aubrey Ave,11385,3074,900000,32019133,86,66,6596,11146,3311,109.111,77350,
87 E 236th St,10470,3084,900000,29789086,72,68,1512,2447,786,16.446,70107,
2813 Ditmars Blvd,11105,3088,900000,31946328,97,80,1731,3112,1083,38.311,93200,
9032 195th Pl,11423,3093,900000,32144554,79,86,1969,2658,942,30.983,69386,
27 Newell St,11222,3099,900000,30621633,97,80,3536,4938,1673,39.669,110385,
428 Loretto St,10307,3100,900000,32375158,26,44,678,1537,469,14.828,117469,
355 Bryson Ave,10314,3102,900000,32284062,79,61,3723,8850,3294,93.736,94578,
739 Kelly St,10455,3120,900000,29780289,90,100,7193,12297,3674,42.781,30741,
16406 108th Ave,11433,3140,900000,32138936,83,99,4530,7379,1942,41.396,68801,
1914 E 28th St,11229,3146,900000,30742433,88,86,4141,6429,1693,85.538,69076,
3522 De Reimer Ave,10466,3174,900000,29834552,82,81,6496,11266,4287,75.767,62918,
1948 Tenbroeck Ave,10461,3200,900000,29818036,53,81,4357,7747,2624,52.756,61087,
410 173rd,10457,3200,900000,2085940217,83,99,10195,17954,5893,79.443,38066,
45 Androvette Ave,10312,3213,900000,32367402,60,60,1450,2839,1254,63.935,100875,
1613 Park Pl #4,11233,3215,900000,30596326,78,100,9165,13371,5500,85.633,52380,
1644 Mayflower Ave,10461,3226,900000,29815414,93,91,4357,7747,2624,52.756,61087,
209 Beach 101st St,11694,3240,900000,79730070,83,84,1033,1978,780,22.432,88643,
3043 Paulding Ave,10469,3272,900000,29824874,74,87,4703,8301,2858,75.29,70415,
2895 Valentine Ave,10458,3340,900000,29788103,81,100,8717,14920,4186,86.757,38768,
349 E 4th St,11218,3344,900000,30673227,95,96,2803,4330,1390,76.37,81857,
74 Meade Loop,10309,3360,900000,32374428,52,58,1115,2261,881,35.832,107500,
2576 Cropsey Ave,11214,3391,900000,30731950,85,86,4219,8120,2493,95.361,58487,
2829 Roebling Ave,10461,3399,900000,29842533,95,90,4357,7747,2624,52.756,61087,
10661 Ditmars Blvd,11369,3421,900000,31968474,63,65,3675,7056,1754,31.55,66132,
776 Remsen Ave,11236,3430,900000,30766326,84,83,7148,11138,4558,102.238,73562,
3643 31st St,11106,3446,900000,31938962,98,100,2516,4798,1574,40.472,71972,
1417 Leland Ave,10460,3472,900000,29798551,94,100,7177,12364,4242,59.979,31504,
2237 West St,11223,3476,900000,30737970,90,95,4282,7031,1942,83.565,57281,
2345 E 2nd St,11223,3480,900000,30738885,91,91,4282,7031,1942,83.565,57281,
368 Weirfield St,11237,3480,900000,30629843,92,100,5465,7130,2103,50.59,65908,
2655 E 64th St,11234,3486,900000,30788809,56,70,5551,8786,2903,94.254,86185,
1-3 Paerdegat 14 St,11236,3496,900000,30771656,85,82,7148,11138,4558,102.238,73562,
1 Paerdegat 14th St,11236,3496,900000,2087040804,32,70,7148,11138,4558,102.238,73562,
145 Cromwell Cir,10304,3500,900000,32295082,48,53,3367,6455,2878,43.849,64539,
1024 Lorimer St,11222,3500,900000,30620645,99,82,3536,4938,1673,39.669,110385,
879 Intervale Ave,10459,3504,900000,83178291,92,100,6887,11912,4046,51.303,36631,
1452 Allerton Ave,10469,3519,900000,79713465,86,80,4703,8301,2858,75.29,70415,
1465 Rosedale Ave,10460,3519,900000,123980291,75,100,7177,12364,4242,59.979,31504,
2211 Morgan Ave,10469,3540,900000,29819829,75,79,4703,8301,2858,75.29,70415,
5508 Amboy Rd,10312,3546,900000,32367398,63,60,1450,2839,1254,63.935,100875,
1085 Pierce Ave,10461,3564,900000,29814567,85,86,4357,7747,2624,52.756,61087,
3304 Griswold Ave,10465,3576,900000,62635843,32,66,3015,6081,2197,46.205,80245,
1716 Adams St,10460,3591,900000,29812422,78,100,7177,12364,4242,59.979,31504,
3516 91st St,11372,3600,900000,31963605,93,100,4808,8043,2222,67.252,62910,
13411 107th Ave,11419,3600,900000,32128390,72,90,3567,5027,2000,50.107,84245,
14 Remsen St,10304,3600,900000,32326283,69,71,3367,6455,2878,43.849,64539,
153-12 79th St,11414,3621,900000,2080380998,65,65,1635,1891,765,30.915,86113,
1302 Sage St,11691,3632,900000,32219577,69,67,6250,9127,4297,70.797,54877,
267 Hosmer Ave,10465,3640,900000,55541426,22,46,3015,6081,2197,46.205,80245,
1350 E 84th St,11236,3744,900000,30771746,36,69,7148,11138,4558,102.238,73562,
12113 14th Rd,11356,3800,900000,32023161,93,58,1554,2920,1028,27.295,73318,
89-91 Laurel Ave,10304,3864,900000,32285299,67,66,3367,6455,2878,43.849,64539,
1 Pendleton Pl,10301,3868,900000,32271804,39,62,3648,7624,2999,38.736,78053,
206 Beach 123rd St,11694,3960,900000,32226552,78,78,1033,1978,780,22.432,88643,
16021 119th Ave,11434,4000,900000,32187371,74,70,7012,11046,3279,66.424,66546,
573 Kings Hwy,11223,4000,900000,30722241,94,94,4282,7031,1942,83.565,57281,
138 Sprague Ave,10307,4000,900000,32375693,63,56,678,1537,469,14.828,117469,
4743 196th Pl,11358,4000,900000,32051623,74,69,1681,1787,725,38.103,74854,
5053 195th St,11365,4000,900000,32052264,49,70,2369,3684,1032,45.439,73279,
23914 147th Dr,11422,4000,900000,32213636,38,53,1828,2479,1309,34.063,95945,
7539 184th St,11366,4000,900000,32079649,84,69,609,847,288,13.922,100781,
8266 170th St,11432,4000,900000,32133662,55,100,5991,9091,2272,64.858,66246,
10341 171st,11433,4000,900000,2082854258,85,100,4530,7379,1942,41.396,68801,
927 E 103rd St,11236,4056,900000,89067017,83,92,7148,11138,4558,102.238,73562,
2325 Delanoy Ave,10469,4140,900000,29820336,58,85,4703,8301,2858,75.29,70415,
167 E 54th St,11203,4160,900000,30652374,87,74,7415,10214,4475,79.499,61414,
180 Stockholm St,11237,4350,900000,2078669215,98,100,5465,7130,2103,50.59,65908,
1117 Baypark Pl,11691,4500,900000,32222435,40,67,6250,9127,4297,70.797,54877,
2775 Pond Pl,10458,4500,900000,29787841,77,100,8717,14920,4186,86.757,38768,
716 E 96th St,11236,4536,900000,30772848,70,87,7148,11138,4558,102.238,73562,
4 Amaron Ln,10307,4800,900000,32374969,55,51,678,1537,469,14.828,117469,
55 Leonello Ln,10307,4856,900000,112118180,28,45,678,1537,469,14.828,117469,
136 E 38th St,11203,5000,900000,30658290,83,89,7415,10214,4475,79.499,61414,
32 Almond St,10312,5490,900000,32361065,58,46,1450,2839,1254,63.935,100875,
4402 10th,11219,5815,900000,2086551587,86,82,3547,5492,1379,93.119,44450,
4656 Park Ave,10458,5881,900000,29784275,94,100,8717,14920,4186,86.757,38768,
143 Bay 49th St,11214,6678,900000,30731690,86,97,4219,8120,2493,95.361,58487,
1199-1201 Castleton,10310,7040,900000,2088939505,73,66,1794,3431,1457,25.976,96161,
6960 229th St,11364,900,901000,32088443,40,63,1601,1431,645,39.015,90970,
60 Remsen Street #3A,11201,900,901000,2085989504,95,100,8241,14624,3857,68.777,148282,
22924 Edgewood Ave,11413,1020,901000,32209398,58,62,3201,3906,1795,45.661,104236,
2069 41st St,11105,1046,901000,31944408,87,75,1731,3112,1083,38.311,93200,
67-66 Selfridge St,11375,1722,901000,32002232,82,85,2691,6747,1430,76.091,96321,
89 Silver Lake Rd,10301,1800,901000,32273758,59,63,3648,7624,2999,38.736,78053,
756 Saint Johns Pl,11216,2610,901000,30592725,95,100,6820,9320,3235,62.21,84661,
10057 198th St,11423,2694,901000,32154216,71,78,1969,2658,942,30.983,69386,
539 Ellsworth Ave,10465,3990,901000,29846484,65,51,3015,6081,2197,46.205,80245,
229-24 Edgewood Ave,11413,5114,901000,2086313358,58,62,3201,3906,1795,45.661,104236,
410 Page Ave,10307,2493,901049,299997231,75,57,678,1537,469,14.828,117469,
3144 Mickle Ave,10469,1872,901151,29830599,83,82,4703,8301,2858,75.29,70415,
916 Seagirt Blvd,11691,2380,901250,32220945,67,59,6250,9127,4297,70.797,54877,
18134 Midland Pkwy,11432,1752,901500,32080569,22,95,5991,9091,2272,64.858,66246,
109 Corbin Pl,11235,1962,901500,30790211,95,80,4749,7226,1987,84.859,58669,
20610 Whitehall Ter,11427,2246,902000,32148197,82,73,1074,1654,643,25.89,84000,
8712 Clio St,11423,2128,903000,32146161,56,80,1969,2658,942,30.983,69386,
89 Dawson Cir,10314,2684,903000,32310398,73,58,3723,8850,3294,93.736,94578,
281 W 234th St,10463,2843,903398,29852082,98,91,5170,11242,2836,73.256,63048,
15615 76th St,11414,2520,903465,32214131,40,64,1635,1891,765,30.915,86113,
7803 164th St,11366,1995,903500,32075718,85,74,609,847,288,13.922,100781,
14327 184th St,11413,1440,904000,32202957,62,68,3201,3906,1795,45.661,104236,
59 W 12th St APT 3F,10011,530,905000,31498983,100,100,7753,11386,2242,51.867,139343,
105 Butler St #C,11231,879,905000,30571667,99,100,3064,4551,1109,40.311,121638,
5732 156th St,11355,1050,905000,32070589,73,71,4105,4926,1788,80.918,46963,
316 Walsh Ct,11230,1120,905000,30715704,66,88,3443,5521,1620,91.789,61017,
1891 Willoughby Ave,11385,1216,905000,32007637,83,83,6596,11146,3311,109.111,77350,
148 73rd St,11209,1216,905000,30694452,82,80,3390,7359,1871,72.938,84145,
15029 Horace Harding Expy,11367,1224,905000,32065761,82,72,2147,3536,1346,42.362,71469,
224-15 76th Rd,11364,1248,905000,2076389059,69,69,1601,1431,645,39.015,90970,
5727 246th Pl,11362,1270,905000,32096167,83,57,736,765,303,19.217,100528,
8855 62nd Dr,11374,1340,905000,31999710,86,97,1560,3710,919,47.019,79221,
1922 61st St,11204,1440,905000,30680711,91,94,2557,4869,1592,82.14,58850,
1674 Ryder St,11234,1446,905000,30763881,91,81,5551,8786,2903,94.254,86185,
11030 63rd Dr,11375,1482,905000,31978936,21,88,2691,6747,1430,76.091,96321,
5844 189th St,11365,1501,905000,32053118,89,66,2369,3684,1032,45.439,73279,
10043 67th Dr,11375,1560,905000,32001866,94,100,2691,6747,1430,76.091,96321,
13922 Coolidge Ave,11435,1584,905000,32129752,62,100,4707,6241,1831,60.842,71346,
13854 62nd Rd,11367,1650,905000,32064494,80,71,2147,3536,1346,42.362,71469,
3371 10th St,11106,1716,905000,31936056,86,77,2516,4798,1574,40.472,71972,
4358 172nd St,11358,1740,905000,32048882,88,72,1681,1787,725,38.103,74854,
8189 Utopia Pkwy,11432,1748,905000,32080366,62,92,5991,9091,2272,64.858,66246,
4628 189th St,11358,1800,905000,32051202,72,70,1681,1787,725,38.103,74854,
7146 167th St,11365,1812,905000,32075119,76,71,2369,3684,1032,45.439,73279,
10923 54th Ave,11368,1848,905000,31976509,73,77,7152,10401,3314,116.469,62254,
16703 14th Rd,11357,1880,905000,2096019704,40,49,1587,1940,829,44.03,88580,
6919 79th St,11379,2000,905000,32017307,87,65,1472,2357,803,39.805,88672,
14649 230th St,11413,2000,905000,32208329,28,59,3201,3906,1795,45.661,104236,
16703 14th Rd,11357,2080,905000,32029326,40,49,1587,1940,829,44.03,88580,
23319 41st Ave,11363,2100,905000,32093069,61,53,264,305,138,7.424,98111,
2280 E 28th St,11229,2156,905000,30746267,91,77,4141,6429,1693,85.538,69076,
2937 Gillmore St,11369,2200,905000,31968756,75,69,3675,7056,1754,31.55,66132,
70 Penn Ave,10306,2200,905000,32337605,75,68,2306,5154,2279,55.805,88687,
2 Divine St,10304,2362,905000,32325828,76,70,3367,6455,2878,43.849,64539,
58 Canterbury Ave,10314,2392,905000,32303110,63,62,3723,8850,3294,93.736,94578,
24819 Memphis Ave,11422,2400,905000,32210924,76,64,1828,2479,1309,34.063,95945,
6315 Ocean Ave S,11692,2515,905000,121719494,70,71,1883,2692,1202,24.639,53498,
714 Wortman Ave,11208,2520,905000,112509287,61,75,12008,15377,5263,107.724,49679,
1920 Stanhope St,11385,2541,905000,32007389,87,93,6596,11146,3311,109.111,77350,
4707 166th St,11358,2700,905000,32050227,65,70,1681,1787,725,38.103,74854,
31 Barrow Pl,10309,3270,905000,32363939,68,45,1115,2261,881,35.832,107500,
714 Wortman,11208,3333,905000,2086546900,61,75,12008,15377,5263,107.724,49679,
1332 Croes Ave,10472,3685,905000,29798016,90,100,7129,10131,3764,66.72,36730,
35 Bayview Ln,10309,3780,905000,58578947,23,55,1115,2261,881,35.832,107500,
9137 116th St,11418,3904,905000,32120363,87,87,2509,4743,1565,38.938,77708,
21964 Stewart Rd,11427,4725,905000,32089454,54,72,1074,1654,643,25.89,84000,
15 Hastings Ct,10309,4860,905000,32368354,61,58,1115,2261,881,35.832,107500,
20 Cambria St,10305,2290,905406,217912075,81,65,1958,4006,1846,44.531,76833,
1272 Fteley Ave,10472,4090,905500,112502721,92,99,7129,10131,3764,66.72,36730,
23928 148th Ave,11422,1400,906000,32213665,38,53,1828,2479,1309,34.063,95945,
50 Foster Rd,10309,500,906141,32370029,57,59,1115,2261,881,35.832,107500,
1276 Drumgoole Rd E,10312,2400,906151,32368679,62,60,1450,2839,1254,63.935,100875,
24101 Caney Rd,11422,2380,906242,32209975,67,63,1828,2479,1309,34.063,95945,
229 Wiman Ave,10308,3162,906242,32348895,75,59,766,1409,819,30.353,116082,
46 E 126th St,10035,4840,906242,143169736,98,100,7581,14927,2969,37.042,32555,
3024 80th St,11370,1806,906678,31953726,83,79,2563,3564,834,29.78,67241,
5842 192nd St,11365,1160,907000,32053164,88,66,2369,3684,1032,45.439,73279,
67122 Burns St,11375,1224,907000,32002754,93,100,2691,6747,1430,76.091,96321,
14818 58th Ave,11355,1296,907000,32065227,64,75,4105,4926,1788,80.918,46963,
